League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
AUSTRIA 2,2025-05-02,13:00:00,27,Schwarz-Weiß Bregenz,Rapid Wien II,3.1,2.4,2.82,2.43,4.1,2.4,1.22,3.8,2.1,1.73,4.1,1.2,1.02,21.0,1.1,5.75,1.37,2.85,1.35,2.98,1.25,1.23,1.53,1.83,0.92,1.69,1.45,3.14,1.95,7.0,2.14,1.19,4.0,1.37,2.85,1.77,2.2,1.97,1.75,2.5,1.47
AUSTRIA 2,2025-05-02,13:00:00,27,SV Stripfing Weiden,Floridsdorfer AC,3.24,2.1,2.99,2.84,3.23,2.45,1.4,2.7,3.0,1.36,8.5,1.07,1.01,9.0,1.31,2.93,2.05,1.65,1.86,1.92,1.35,0.0,1.46,1.25,0.92,1.17,1.21,2.38,2.1,6.8,2.02,1.26,3.22,1.52,2.34,2.18,1.83,2.48,1.51,3.28,1.3
AUSTRIA 2,2025-05-02,13:00:00,27,Amstetten,Austria Lustenau,2.82,2.15,3.3,2.29,3.57,2.83,1.33,3.0,2.55,1.45,5.8,1.1,1.05,11.0,1.2,3.7,1.77,1.98,1.65,2.15,1.29,0.0,1.57,1.62,1.38,1.69,1.28,2.97,1.9,8.4,2.27,1.18,3.9,1.43,2.63,1.9,2.06,2.15,1.68,2.74,1.35
AUSTRIA 2,2025-05-02,13:00:00,27,Horn,Lafnitz,2.47,2.3,3.55,2.1,3.67,3.12,1.3,3.2,2.34,1.55,4.7,1.14,1.03,13.0,1.18,4.5,1.5,2.41,1.5,2.45,1.25,1.25,1.73,0.77,0.38,1.09,1.42,2.51,1.93,6.7,2.15,1.27,3.3,1.49,2.43,1.8,1.9,2.2,1.6,2.9,1.29
GERMANY 2,2025-05-02,13:30:00,32,Magdeburg,Preußen Münster,1.91,2.75,5.5,1.56,4.7,5.6,1.22,4.0,2.0,1.73,4.33,1.2,1.01,13.0,1.12,5.75,1.38,2.9,1.57,2.25,1.11,1.14,2.7,1.27,0.87,1.78,1.35,3.13,1.4,9.9,3.6,1.14,4.45,1.29,3.04,1.54,2.25,1.85,1.85,2.45,1.46
GERMANY 2,2025-05-02,13:30:00,32,Schalke 04,Paderborn,3.5,2.4,2.6,2.82,3.63,2.47,1.25,3.75,2.2,1.62,5.0,1.17,1.04,10.0,1.18,4.75,1.53,2.25,1.5,2.5,1.65,1.22,1.38,1.4,1.67,1.65,1.53,3.18,2.03,8.7,2.06,1.17,3.96,1.35,2.74,1.7,2.05,2.09,1.66,2.71,1.38
BULGARIA 1,2025-05-02,14:00:00,2,Lokomotiv Plovdiv,Lokomotiv Sofia 1929,2.34,2.1,4.65,2.05,3.39,3.5,1.4,2.7,2.9,1.36,8.5,1.07,1.01,8.5,1.28,3.32,1.94,1.8,1.91,1.8,1.28,1.28,2.0,0.9,1.06,1.36,1.31,2.67,1.61,8.0,2.55,1.38,2.82,1.64,2.18,2.07,1.68,2.65,1.42,3.4,1.25
DENMARK 1,2025-05-02,14:00:00,7,Randers,Nordsjælland,2.72,2.25,3.2,2.52,3.87,2.41,1.32,3.1,2.35,1.52,5.3,1.13,1.04,10.0,1.2,4.33,1.58,2.29,1.55,2.52,1.31,1.26,1.58,1.5,1.5,1.34,1.67,3.01,1.86,6.5,2.2,1.18,3.85,1.44,2.71,1.69,2.04,2.05,1.68,2.74,1.35
FINLAND 1,2025-05-02,14:00:00,5,KuPS,SJK,2.45,2.28,3.72,1.92,3.65,3.65,1.35,3.26,2.4,1.52,5.55,1.09,1.01,11.5,1.2,4.15,1.77,1.98,1.55,2.23,1.22,1.29,1.88,3.0,3.0,1.87,2.39,4.26,1.67,8.0,2.6,1.19,3.92,1.41,2.8,1.58,2.27,1.97,1.75,2.5,1.42
EGYPT 1,2025-05-02,14:00:00,4,Masr,El Geish,3.65,1.74,3.39,2.9,2.7,2.62,1.68,2.19,4.25,1.2,11.0,1.03,1.14,5.3,1.57,2.25,3.08,1.37,2.3,1.52,1.32,1.4,1.36,1.35,1.11,1.3,1.33,2.63,1.82,7.4,2.47,1.5,2.52,1.92,1.75,2.52,1.41,3.5,1.22,4.35,1.16
TURKEY 1,2025-05-02,14:00:00,34,Antalyaspor,Konyaspor,3.1,2.2,3.4,2.45,3.3,2.75,1.36,3.0,2.75,1.4,7.0,1.1,0.0,0.0,0.0,0.0,1.95,1.85,1.73,2.0,0.0,0.0,0.0,2.0,0.88,1.42,1.3,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PORTUGAL 2,2025-05-02,14:00:00,32,União de Leiria,UD Oliveirense,2.38,2.3,4.5,1.57,4.0,4.9,1.33,3.25,2.63,1.44,6.5,1.11,0.0,0.0,1.21,3.6,1.75,1.85,1.73,2.0,1.22,1.26,1.96,1.33,1.0,1.57,1.26,2.83,1.67,8.7,2.55,1.15,4.3,1.31,2.92,1.57,2.19,1.98,1.74,2.54,1.43
NORWAY 1,2025-05-02,14:00:00,5,HamKam,KFUM,3.4,2.05,3.4,2.45,3.35,2.75,1.44,2.63,3.25,1.33,10.0,1.06,0.0,0.0,0.0,0.0,2.1,1.61,1.95,1.8,1.46,1.34,1.52,1.5,0.0,1.22,0.63,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,2.08,2.14,1.68,0.0,0.0
ROMANIA 1,2025-05-02,14:30:00,7,CS U Craiova,Rapid Bucureşti,2.45,2.05,4.33,1.89,3.3,4.2,1.41,2.7,2.8,1.38,7.25,1.08,1.06,8.0,1.33,3.1,1.95,1.75,1.85,1.83,1.22,1.3,1.87,2.12,1.06,1.82,1.42,3.24,1.6,6.75,2.55,1.27,3.3,1.45,2.48,1.74,1.93,2.18,1.58,2.7,1.38
AUSTRIA 1,2025-05-02,14:30:00,7,Grazer AK,Austria Klagenfurt,2.88,2.2,3.75,2.13,3.31,3.36,1.4,2.75,2.75,1.4,8.0,1.08,1.06,8.5,1.3,3.4,1.87,1.87,1.7,2.05,1.33,1.31,1.63,0.79,0.79,1.31,1.09,2.4,1.68,6.4,2.43,1.3,3.05,1.53,2.3,1.9,1.9,2.32,1.52,3.0,1.32
SWITZERLAND 2,2025-05-02,14:30:00,33,Stade Nyonnais,Vaduz,2.76,2.23,2.96,2.07,3.65,3.19,1.28,3.3,2.25,1.53,5.0,1.13,1.0,12.0,1.14,4.33,1.55,2.2,1.5,2.4,1.39,0.0,1.58,1.0,0.88,1.57,1.32,2.89,2.23,8.1,1.83,1.25,3.28,1.47,2.35,1.83,1.83,2.35,1.47,3.2,1.26
NETHERLANDS 2,2025-05-02,15:00:00,37,Oss,Vitesse,4.0,2.38,2.5,3.52,3.75,1.98,1.3,3.4,2.5,1.5,6.0,1.13,0.0,0.0,0.0,0.0,1.63,2.05,1.57,2.25,0.0,0.0,0.0,1.5,0.94,1.39,1.55,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NETHERLANDS 2,2025-05-02,15:00:00,37,Den Bosch,Helmond Sport,2.75,2.3,3.5,2.15,3.6,3.19,1.3,3.4,2.5,1.5,6.0,1.13,0.0,0.0,0.0,0.0,1.6,2.15,1.57,2.25,0.0,0.0,0.0,1.67,1.06,1.75,1.39,3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NETHERLANDS 2,2025-05-02,15:00:00,37,ADO Den Haag,Cambuur,2.88,2.4,3.1,2.41,3.57,2.77,1.29,3.5,2.25,1.57,5.5,1.14,0.0,0.0,0.0,0.0,1.55,2.2,1.5,2.5,0.0,0.0,0.0,2.17,1.83,1.8,1.85,3.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NETHERLANDS 2,2025-05-02,15:00:00,37,MVV,Ajax II,2.38,2.63,3.6,1.9,4.16,3.44,1.2,4.33,1.91,1.8,4.0,1.22,0.0,0.0,0.0,0.0,1.36,3.1,1.36,3.0,0.0,0.0,0.0,1.56,0.67,1.65,1.4,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NETHERLANDS 2,2025-05-02,15:00:00,37,Volendam,Roda JC,1.91,2.75,5.0,1.49,4.88,5.36,1.2,4.33,1.91,1.8,4.0,1.22,0.0,0.0,0.0,0.0,1.36,3.1,1.44,2.63,0.0,0.0,0.0,2.33,0.94,1.82,1.67,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NETHERLANDS 2,2025-05-02,15:00:00,37,Utrecht II,Dordrecht,4.75,2.4,2.2,4.63,4.03,1.68,1.29,3.5,2.38,1.53,5.5,1.14,0.0,0.0,0.0,0.0,1.58,2.15,1.62,2.2,0.0,0.0,0.0,0.67,1.39,1.45,1.44,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NETHERLANDS 2,2025-05-02,15:00:00,37,Eindhoven,AZ II,2.5,2.5,3.5,2.05,4.04,3.1,1.25,3.75,2.1,1.67,4.5,1.18,0.0,0.0,0.0,0.0,1.48,2.6,1.44,2.63,0.0,0.0,0.0,1.11,1.39,1.39,1.42,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NETHERLANDS 2,2025-05-02,15:00:00,37,Emmen,VVV,2.2,2.38,4.75,1.68,4.39,4.23,1.3,3.4,2.5,1.5,6.0,1.13,0.0,0.0,0.0,0.0,1.66,2.0,1.73,2.0,0.0,0.0,0.0,1.22,1.17,1.69,1.5,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NETHERLANDS 2,2025-05-02,15:00:00,37,Excelsior,PSV II,1.44,3.6,9.5,1.13,9.14,13.66,1.13,6.0,1.62,2.2,3.0,1.36,0.0,0.0,0.0,0.0,1.2,4.33,1.62,2.2,0.0,0.0,0.0,2.33,0.83,2.02,1.38,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NETHERLANDS 2,2025-05-02,15:00:00,37,De Graafschap,Telstar,2.6,2.5,3.4,2.12,3.81,3.1,1.22,4.0,2.1,1.67,4.5,1.18,0.0,0.0,0.0,0.0,1.48,2.5,1.4,2.75,0.0,0.0,0.0,2.28,1.22,1.84,1.63,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRANCE 2,2025-05-02,15:00:00,33,Amiens SC,Pau,3.5,2.25,2.88,2.84,3.25,2.44,1.36,3.0,2.63,1.44,7.0,1.1,1.05,9.5,1.28,3.65,1.87,1.87,1.67,2.1,1.58,1.3,1.39,2.0,0.81,1.52,1.44,2.96,2.18,6.4,1.82,1.38,2.8,1.63,2.12,1.98,1.72,2.55,1.44,3.3,1.27
FRANCE 2,2025-05-02,15:00:00,33,Martigues,Paris,6.5,2.4,1.91,6.2,4.6,1.44,1.33,3.25,2.5,1.5,6.0,1.13,1.04,10.0,1.22,4.2,1.83,1.87,1.91,1.8,2.65,1.2,1.11,0.69,1.69,1.1,1.47,2.57,3.4,6.75,1.4,1.36,2.8,1.63,2.12,1.98,1.72,2.55,1.45,3.3,1.28
FRANCE 2,2025-05-02,15:00:00,33,Ajaccio,Lorient,6.5,2.2,2.1,5.8,3.94,1.55,1.44,2.63,3.25,1.33,9.0,1.07,1.06,8.5,1.36,3.1,1.95,1.79,2.2,1.62,2.35,1.25,1.12,1.69,1.56,1.34,1.57,2.91,3.55,7.0,1.35,1.38,2.7,1.65,2.08,2.02,1.7,2.55,1.43,3.4,1.26
FRANCE 2,2025-05-02,15:00:00,33,Grenoble Foot 38,Troyes,3.6,2.1,3.0,3.06,3.18,2.33,1.44,2.63,3.0,1.36,9.0,1.07,1.07,8.0,1.35,3.1,1.89,1.81,1.83,1.83,1.57,1.33,1.36,1.63,1.19,1.24,1.37,2.61,2.17,6.4,1.85,1.35,2.9,1.58,2.18,1.97,1.74,2.48,1.46,3.2,1.28
FRANCE 2,2025-05-02,15:00:00,33,Dunkerque,Laval,2.25,2.25,5.0,1.64,3.79,5.1,1.36,3.0,2.75,1.4,7.0,1.1,1.05,9.0,1.3,3.45,1.89,1.85,1.83,1.83,1.18,1.25,2.15,2.25,1.38,1.62,1.1,2.72,1.49,6.75,2.9,1.38,2.8,1.64,2.1,1.9,1.9,2.55,1.43,3.4,1.26
FRANCE 2,2025-05-02,15:00:00,33,Metz,Rodez,2.1,2.4,5.0,1.67,3.93,4.6,1.3,3.4,2.38,1.53,6.0,1.13,1.04,10.0,1.2,4.33,1.6,2.15,1.67,2.1,1.18,1.23,2.2,2.19,0.94,1.74,1.43,3.17,1.54,6.5,2.7,1.36,2.8,1.61,2.15,1.95,1.85,2.5,1.46,3.3,1.27
FRANCE 2,2025-05-02,15:00:00,33,Clermont,Annecy,3.0,2.1,3.6,2.28,3.23,3.09,1.4,2.75,3.0,1.36,8.0,1.08,1.06,8.5,1.35,3.1,1.98,1.77,1.8,1.91,1.37,1.31,1.58,0.88,1.25,1.44,1.24,2.68,1.77,6.4,2.3,1.42,2.65,1.71,2.0,2.1,1.64,2.65,1.4,3.55,1.24
FRANCE 2,2025-05-02,15:00:00,33,Caen,Red Star,2.75,2.25,3.75,2.04,3.47,3.45,1.36,3.0,2.63,1.44,7.0,1.1,1.05,9.5,1.28,3.55,1.8,1.94,1.67,2.1,1.33,1.29,1.68,0.81,0.88,1.35,1.17,2.52,1.58,6.5,2.65,1.32,3.05,1.55,2.25,1.9,1.79,2.4,1.49,3.15,1.3
FRANCE 2,2025-05-02,15:00:00,33,Guingamp,Bastia,2.5,2.2,4.5,1.88,3.45,4.0,1.4,2.75,3.0,1.36,8.0,1.08,1.06,8.5,1.33,3.25,2.0,1.75,1.83,1.83,1.21,1.28,1.93,1.81,0.81,1.66,1.4,3.06,1.5,6.5,2.8,1.44,2.55,1.74,1.97,2.18,1.58,2.85,1.36,3.8,1.22
SWITZERLAND 2,2025-05-02,15:15:00,33,Étoile Carouge,Stade Lausanne-Ouchy,2.7,2.25,3.25,2.12,3.5,3.2,1.3,3.2,2.38,1.53,5.0,1.12,1.01,11.0,1.2,4.4,1.6,2.15,1.5,2.4,1.29,0.0,1.65,2.13,1.38,1.65,1.65,3.3,2.18,6.0,2.03,1.39,2.59,1.73,1.95,2.21,1.66,2.97,1.3,0.0,0.0
SWITZERLAND 2,2025-05-02,15:15:00,33,Thun,Aarau,2.33,2.22,4.2,2.11,3.45,3.26,1.33,3.0,2.45,1.48,5.3,1.12,1.01,10.5,1.22,3.85,1.67,2.0,1.63,2.26,1.28,0.0,1.91,2.25,1.94,1.74,1.73,3.47,1.55,8.1,2.86,1.33,2.81,1.64,2.07,2.07,1.61,2.74,1.35,0.0,0.0
SLOVENIA 1,2025-05-02,15:15:00,33,Nafta,Bravo,3.75,2.1,2.75,3.12,3.55,2.14,1.4,2.75,3.0,1.36,7.0,1.08,0.0,0.0,0.0,0.0,1.98,1.77,1.83,1.83,0.0,0.0,0.0,1.25,1.19,1.52,1.48,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARGENTINA 1,2025-05-02,15:30:00,16,Banfield,Central Córdoba SdE,2.5,2.0,5.5,1.75,3.4,5.0,1.53,2.38,3.5,1.29,11.0,1.05,0.0,0.0,1.49,2.55,2.4,1.53,2.25,1.57,0.0,0.0,0.0,1.0,0.67,1.33,1.3,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARGENTINA 1,2025-05-02,15:30:00,16,Argentinos Juniors,Estudiantes,3.1,1.95,4.0,2.25,3.25,3.2,1.53,2.38,3.5,1.29,11.0,1.05,0.0,0.0,1.53,2.37,2.5,1.5,2.1,1.67,0.0,0.0,0.0,2.13,0.88,1.76,1.4,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARGENTINA 1,2025-05-02,15:30:00,16,Independiente Rivadavia,Defensa y Justicia,4.33,1.95,3.0,3.3,3.3,2.15,1.53,2.38,3.5,1.29,11.0,1.05,0.0,0.0,0.0,0.0,2.4,1.53,2.1,1.67,0.0,0.0,0.0,1.71,1.38,1.57,1.31,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPAIN 2,2025-05-02,15:30:00,0,Córdoba,Cádiz,2.88,2.05,4.0,2.17,3.32,3.67,1.44,2.63,3.25,1.33,10.0,1.06,1.08,7.5,1.4,2.9,1.98,1.77,1.91,1.8,1.29,1.33,1.68,1.56,1.17,1.78,1.3,3.08,1.58,6.5,2.65,1.43,2.55,1.71,1.96,1.98,1.82,2.7,1.38,3.55,1.23
GERMANY 1,2025-05-02,15:30:00,32,Heidenheim,Bochum,2.88,2.3,3.4,2.29,3.62,3.11,1.33,3.25,2.5,1.5,6.5,1.11,1.05,9.5,1.25,3.9,1.67,2.1,1.62,2.2,1.38,1.25,1.62,0.67,0.4,1.38,1.26,2.64,1.94,6.6,2.38,1.21,3.58,1.43,2.54,1.77,1.95,2.23,1.55,2.97,1.3
AUSTRIA 2,2025-05-02,15:30:00,27,Ried,Admira,2.61,1.96,4.4,1.85,3.5,4.1,1.44,2.62,3.36,1.3,9.8,1.0,1.02,8.3,1.37,2.67,2.0,1.65,2.12,1.71,1.33,1.3,1.87,2.0,2.23,1.45,1.65,3.1,1.65,8.0,3.02,1.38,2.54,1.7,1.98,2.51,1.59,2.98,1.32,3.98,1.16
ARGENTINA 1,2025-05-02,15:30:00,16,Racing Club,Newell's Old Boys,3.5,1.95,3.5,2.7,3.1,2.63,1.53,2.38,3.5,1.29,11.0,1.05,0.0,0.0,0.0,0.0,2.4,1.53,2.05,1.7,0.0,0.0,0.0,2.0,1.14,1.79,1.3,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRELAND 1,2025-05-02,15:45:00,13,Cork City,Shamrock Rovers,6.5,2.11,2.15,5.3,3.64,1.57,1.4,2.65,3.05,1.35,7.75,1.07,1.06,8.5,1.33,2.9,1.95,1.7,2.1,1.64,2.25,1.24,1.07,1.5,1.33,1.6,1.69,3.29,2.67,6.5,1.65,1.19,3.95,1.41,2.82,1.6,2.09,2.0,1.73,2.5,1.48
FRANCE 1,2025-05-02,15:45:00,32,Nice,Reims,1.91,2.6,6.5,1.46,4.9,6.8,1.29,3.5,2.25,1.57,5.5,1.14,1.03,11.0,1.18,4.75,1.57,2.25,1.75,2.0,1.11,1.19,2.65,2.07,1.13,1.87,1.2,3.07,1.38,9.8,3.84,1.21,3.58,1.43,2.54,1.76,1.95,2.21,1.56,2.92,1.31
ITALY 1,2025-05-02,15:45:00,35,Torino,Venezia,2.75,2.0,4.33,2.03,3.17,4.4,1.5,2.5,3.4,1.3,10.0,1.06,0.0,0.0,0.0,0.0,2.25,1.6,2.0,1.75,0.0,0.0,0.0,1.5,0.47,1.17,1.06,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRELAND 1,2025-05-02,15:45:00,13,Bohemians,Waterford,2.09,2.22,4.94,1.57,3.79,5.0,1.36,3.15,2.75,1.4,6.2,1.08,1.05,10.0,1.24,3.48,1.89,1.81,1.93,1.8,1.24,1.25,2.6,2.0,1.0,1.97,0.94,2.91,1.47,9.0,4.7,1.25,3.6,1.39,2.75,1.82,2.15,2.04,1.73,2.62,1.42
IRELAND 1,2025-05-02,15:45:00,13,Derry City,Shelbourne,2.8,1.95,4.33,2.08,2.92,3.6,1.5,2.4,3.45,1.27,8.9,1.04,1.11,6.72,1.48,2.37,2.52,1.46,2.1,1.67,1.28,1.36,1.73,1.67,1.67,1.92,1.67,3.59,1.65,7.7,2.9,1.43,2.62,1.63,2.0,2.2,1.6,2.8,1.38,3.78,1.21
