Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
tCDUrB4E,MEXICO 2,APERTURA,2025-09-07,00:00,Tampico Madero,Tapatio,2.22,2.15,4.8,1.39,2.57,2.6,1.38,5.8,1.08,1.65,3.7,4.6,1.05,9.6,1.28,3.05,1.82,1.78,2.92,1.3,5.6,1.11,1.82,1.8,1.18,1.24,2.15,10.25,11.5,23.0,70.0,6.4,6.8,14.0,40.0,7.3,7.7,15.5,45.0,11.75,12.5,25.0,70.0,600.0
C6E3612n,SPAIN 3,GROUP 2,2025-09-07,07:00,Tarazona,Antequera,3.0,1.91,4.0,1.53,2.38,3.75,1.25,8.5,1.05,2.25,3.1,3.0,1.08,7.0,1.5,2.5,2.5,1.5,4.5,1.17,8.5,1.05,2.2,1.62,1.3,1.29,1.53,7.0,7.5,15.0,34.0,6.0,6.5,13.0,29.0,9.5,10.0,21.0,41.0,21.0,23.0,41.0,81.0,200.0
pWfMgOIt,SPAIN 3,GROUP 2,2025-09-07,07:00,Algeciras,Marbella,3.4,2.0,3.2,1.5,2.5,3.4,1.3,8.0,1.06,2.6,3.2,2.38,1.06,8.0,1.4,2.75,2.25,1.62,4.33,1.2,8.0,1.06,2.0,1.73,1.5,1.29,1.4,8.0,7.0,11.0,23.0,7.5,6.5,10.0,23.0,13.0,11.0,17.0,34.0,29.0,26.0,41.0,67.0,900.0
Sndyyi8F,SPAIN 3,GROUP 1,2025-09-07,07:00,Real Madrid B,Racing Club Ferrol,4.0,2.2,2.4,1.36,3.0,2.63,1.44,6.5,1.1,4.0,3.1,1.85,1.06,8.0,1.29,3.5,1.93,1.88,3.25,1.33,6.0,1.11,1.73,2.0,1.8,1.29,1.17,10.0,8.0,9.5,15.0,13.0,6.5,9.0,15.0,21.0,15.0,13.0,26.0,41.0,34.0,41.0,41.0,151.0
zDaqZUxS,SPAIN 3,GROUP 1,2025-09-07,07:00,CF Talavera,Ath Bilbao B,3.2,2.05,3.2,1.44,2.63,3.25,1.33,7.5,1.07,2.55,3.0,2.55,1.07,7.5,1.33,3.25,2.1,1.7,3.75,1.25,7.0,1.08,1.83,1.83,1.44,1.3,1.44,8.5,8.0,13.0,26.0,8.0,6.0,11.0,23.0,13.0,11.0,15.0,34.0,26.0,23.0,34.0,51.0,500.0
CEIvk42T,SOUTH KOREA 2,ROUND 28,2025-09-07,07:00,Hwaseong,Asan,4.33,2.2,2.6,1.4,2.75,3.0,1.36,8.0,1.08,3.75,3.3,1.9,1.06,10.0,1.3,3.4,2.03,1.78,3.5,1.29,7.0,1.1,1.83,1.83,1.8,1.3,1.22,9.5,7.0,9.0,17.0,11.0,6.5,9.0,17.0,19.0,13.0,15.0,29.0,41.0,34.0,41.0,51.0,301.0
p2RNhn34,SOUTH KOREA 2,ROUND 28,2025-09-07,07:00,Gimpo FC,Cheonan City,2.5,2.2,4.75,1.4,2.75,3.0,1.36,8.0,1.08,1.8,3.5,4.0,1.06,10.0,1.33,3.25,2.08,1.73,3.75,1.25,8.0,1.08,1.91,1.8,1.22,1.29,1.95,9.5,11.0,21.0,41.0,6.5,7.0,15.0,34.0,8.0,9.0,17.0,41.0,15.0,15.0,29.0,51.0,351.0
v1KWjQXG,SOUTH KOREA 2,ROUND 28,2025-09-07,07:00,Bucheon FC 1995,Incheon,4.0,2.1,2.88,1.44,2.63,3.25,1.33,9.0,1.07,3.6,3.0,2.15,1.07,9.0,1.33,3.25,2.1,1.7,3.75,1.25,8.0,1.08,1.83,1.83,1.67,1.36,1.29,8.0,7.0,10.0,19.0,10.0,6.0,9.5,19.0,17.0,13.0,15.0,29.0,41.0,29.0,41.0,51.0,301.0
pj9HIv2t,WALES 1,ROUND 6,2025-09-07,08:30,Caernarfon,Barry,2.15,2.27,4.85,1.35,2.92,2.55,1.45,5.4,1.12,1.6,3.9,4.6,1.04,8.25,1.24,3.65,1.72,2.0,2.72,1.4,4.65,1.16,1.78,1.93,1.19,1.22,2.3,8.25,14.0,27.0,80.0,7.5,7.8,15.5,45.0,7.8,8.25,16.0,45.0,11.75,12.5,24.0,70.0,500.0
xtWm0WMh,SPAIN 2,ROUND 4,2025-09-07,09:00,Ceuta,Huesca,3.5,1.95,3.5,1.53,2.38,3.75,1.25,11.0,1.05,2.65,3.1,2.65,1.1,7.0,1.5,2.5,2.5,1.5,5.0,1.17,11.0,1.05,2.1,1.67,1.44,1.36,1.44,7.0,6.5,12.0,29.0,6.5,6.5,11.0,26.0,12.0,11.0,19.0,41.0,29.0,26.0,41.0,67.0,351.0
