Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
j1s4VwdR,MEXICO 1,APERTURA,2025-11-01,00:00,Atl. San Luis,Juarez,2.88,2.2,3.6,1.36,3.0,2.75,1.4,7.0,1.1,2.2,3.3,3.2,1.05,11.0,1.25,3.75,1.9,1.9,3.25,1.33,6.5,1.11,1.67,2.1,1.36,1.33,1.62,11.0,11.0,17.0,34.0,8.5,6.0,12.0,23.0,11.0,9.0,12.0,34.0,21.0,17.0,26.0,41.0,151.0
UogeXaRE,MEXICO 1,APERTURA,2025-11-01,00:05,Puebla,Cruz Azul,5.5,2.38,2.05,1.33,3.25,2.5,1.5,6.5,1.11,6.0,4.1,1.51,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,1.8,1.95,2.38,1.22,1.13,12.0,7.5,8.0,11.0,17.0,7.5,8.5,12.0,29.0,19.0,15.0,23.0,67.0,41.0,41.0,51.0,201.0
SQCAuReJ,AUSTRALIA 1,ROUND 3,2025-11-01,01:00,Auckland FC,Adelaide United,2.3,2.38,4.5,1.3,3.4,2.5,1.5,6.0,1.13,1.76,4.1,4.0,1.04,13.0,1.22,4.33,1.67,2.2,2.75,1.44,5.0,1.17,1.67,2.1,1.22,1.22,1.95,15.0,13.0,23.0,41.0,8.5,7.5,13.0,29.0,9.5,8.5,15.0,34.0,15.0,13.0,21.0,41.0,151.0
djIoqXHd,SOUTH KOREA 1,CHAMPIONSHIP GROUP,2025-11-01,02:00,Daejeon,Seoul,3.0,2.38,3.1,1.3,3.4,2.38,1.53,6.0,1.13,2.45,3.5,2.63,1.03,15.0,1.18,4.5,1.65,2.2,2.5,1.5,4.5,1.18,1.53,2.38,1.44,1.29,1.53,15.0,12.0,15.0,26.0,11.0,7.0,10.0,19.0,15.0,10.0,12.0,23.0,26.0,19.0,23.0,34.0,126.0
b3U7MWuh,SOUTH KOREA 2,ROUND 37,2025-11-01,02:00,Gyeongnam,Seoul E-Land,5.0,2.3,2.25,1.36,3.0,2.63,1.44,7.0,1.1,4.5,3.75,1.7,1.04,12.0,1.25,3.75,1.83,1.98,3.0,1.36,6.0,1.13,1.8,1.91,2.1,1.25,1.18,12.0,7.5,8.0,13.0,13.0,7.5,8.5,13.0,23.0,15.0,15.0,26.0,51.0,41.0,41.0,51.0,251.0
pKSFKAA4,SOUTH KOREA 2,ROUND 37,2025-11-01,02:00,Suwon Bluewings,Cheongju,1.73,2.75,7.5,1.25,3.75,2.1,1.67,5.0,1.17,1.3,5.75,7.5,1.02,21.0,1.14,5.5,1.5,2.5,2.2,1.62,3.75,1.25,1.83,1.83,1.1,1.14,3.4,21.0,21.0,41.0,81.0,9.0,11.0,21.0,51.0,7.5,9.0,21.0,41.0,9.0,11.0,23.0,51.0,251.0
lr89sKth,SOUTH KOREA 1,CHAMPIONSHIP GROUP,2025-11-01,02:00,Gangwon,Jeonbuk,3.75,2.1,2.88,1.44,2.63,3.25,1.33,9.0,1.07,3.3,3.2,2.25,1.07,9.0,1.33,3.25,2.1,1.7,3.75,1.25,8.0,1.08,1.83,1.83,1.62,1.36,1.33,8.5,7.5,10.0,21.0,9.5,6.0,9.5,19.0,15.0,12.0,15.0,29.0,34.0,29.0,41.0,51.0,301.0
EinSu6FL,AUSTRALIA 1,ROUND 3,2025-11-01,03:00,Newcastle Jets,Sydney FC,3.0,2.6,2.75,1.22,4.0,2.0,1.73,4.33,1.2,2.57,3.9,2.32,1.01,23.0,1.13,6.0,1.44,2.75,2.0,1.8,3.4,1.33,1.4,2.75,1.53,1.25,1.44,23.0,15.0,17.0,26.0,17.0,8.5,10.0,17.0,19.0,11.0,11.0,19.0,29.0,19.0,21.0,26.0,81.0
rP1ThrP8,CHINA 1,ROUND 29,2025-11-01,04:30,Changchun Yatai,Beijing Guoan,2.88,2.5,3.0,1.22,4.0,2.1,1.67,4.5,1.18,2.35,4.0,2.45,1.02,21.0,1.13,6.0,1.44,2.7,2.1,1.67,3.5,1.29,1.4,2.75,1.5,1.22,1.53,21.0,15.0,17.0,26.0,15.0,8.5,10.0,17.0,17.0,10.0,11.0,19.0,26.0,17.0,19.0,29.0,81.0
4vjxiMgL,CHINA 1,ROUND 29,2025-11-01,04:30,Shandong Taishan,Tianjin Jinmen Tiger,1.8,2.75,6.0,1.2,4.33,2.0,1.8,4.0,1.22,1.37,5.25,6.25,1.01,23.0,1.11,6.5,1.36,3.1,1.91,1.8,3.25,1.33,1.57,2.25,1.13,1.17,2.75,23.0,23.0,41.0,67.0,11.0,11.0,19.0,41.0,9.5,8.5,15.0,41.0,11.0,10.0,19.0,41.0,126.0
