Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
4vdYcttP,SPAIN 2,ROUND 4,2025-09-05,14:30,Albacete,Mirandes,2.5,2.1,4.75,1.44,2.63,3.25,1.33,9.0,1.07,1.81,3.3,4.33,1.07,9.0,1.36,3.0,2.15,1.67,3.75,1.25,9.0,1.07,1.91,1.8,1.2,1.33,1.91,8.5,11.0,21.0,41.0,6.5,6.5,15.0,41.0,8.0,9.0,17.0,41.0,15.0,17.0,29.0,51.0,351.0
O6NVokd5,NETHERLANDS 2,ROUND 6,2025-09-05,15:00,De Graafschap,FC Emmen,1.95,2.6,5.5,1.25,3.75,2.2,1.62,5.0,1.17,1.42,4.5,5.75,1.02,19.0,1.14,5.5,1.5,2.5,2.2,1.62,3.75,1.25,1.62,2.2,1.14,1.18,2.63,19.0,19.0,34.0,51.0,9.5,9.0,17.0,41.0,8.5,8.5,15.0,41.0,11.0,11.0,21.0,41.0,151.0
f5zuqYZ0,ARGENTINA 2,ROUND 30,2025-09-05,15:30,Defensores Unidos,Deportivo Moron,4.33,1.8,3.5,1.73,2.08,4.5,1.18,15.0,1.03,3.4,2.65,2.5,1.17,5.0,1.73,2.0,3.5,1.3,7.0,1.1,19.0,1.02,2.5,1.5,1.5,1.44,1.3,4.75,5.5,10.0,26.0,6.5,6.0,12.0,29.0,15.0,15.0,23.0,51.0,41.0,41.0,51.0,101.0,201.0
vXY7jGsR,ARGENTINA 2,ROUND 30,2025-09-05,15:30,San Miguel,Almagro,2.5,1.91,6.5,1.67,2.1,4.33,1.2,15.0,1.03,1.76,3.0,6.0,1.17,5.0,1.67,2.1,3.1,1.36,6.5,1.11,17.0,1.03,2.75,1.4,1.13,1.36,1.95,5.0,10.0,26.0,67.0,4.5,6.5,21.0,51.0,6.5,10.0,26.0,81.0,13.0,21.0,51.0,126.0,201.0
vsWJKHaL,NORTHERN IRELAND 1,ROUND 5,2025-09-05,15:45,Newington,Ballinamallard,2.62,2.3,3.3,1.28,3.3,2.18,1.53,5.1,1.13,2.12,3.65,2.9,1.01,13.0,1.15,4.5,1.5,2.25,2.2,1.53,3.45,1.22,1.45,2.37,1.39,1.25,1.7,15.5,12.5,17.0,35.0,10.5,7.2,10.0,20.0,12.0,8.5,10.75,22.0,20.0,14.0,18.0,35.0,175.0
EBnwjtI5,SPAIN 3,GROUP 2,2025-09-05,16:30,FC Cartagena SAD,Atl. Madrid B,3.1,1.91,3.75,1.57,2.25,3.75,1.25,8.5,1.05,2.25,3.1,2.9,1.1,6.5,1.5,2.5,2.5,1.5,4.5,1.17,8.5,1.05,2.2,1.62,1.3,1.29,1.53,6.5,7.0,13.0,34.0,6.0,6.5,12.0,29.0,9.5,11.0,21.0,41.0,21.0,23.0,41.0,81.0,200.0
IaiNEVyn,SPAIN 2,ROUND 4,2025-09-05,16:30,Cordoba,Castellon,2.75,2.38,3.4,1.3,3.4,2.38,1.53,6.0,1.13,2.15,3.5,3.1,1.03,15.0,1.18,4.5,1.65,2.2,2.5,1.5,4.5,1.18,1.53,2.38,1.36,1.29,1.67,15.0,13.0,17.0,34.0,10.0,7.0,12.0,21.0,13.0,9.0,11.0,26.0,21.0,17.0,21.0,34.0,126.0
v9KQAvmA,BRAZIL 2,ROUND 25,2025-09-05,17:00,Amazonas,Remo,3.0,1.95,4.33,1.53,2.38,3.75,1.25,11.0,1.05,2.2,3.0,3.4,1.08,6.5,1.47,2.5,2.6,1.48,5.0,1.13,13.0,1.03,2.1,1.67,1.3,1.36,1.62,6.5,8.0,15.0,41.0,6.0,6.0,13.0,34.0,9.5,10.0,19.0,41.0,21.0,21.0,41.0,67.0,1250.0
MswJ7D3l,PARAGUAY 1,CLAUSURA,2025-09-05,18:30,Sp. Luqueno,Guarani,3.75,2.05,3.0,1.44,2.63,3.25,1.33,9.0,1.07,3.1,3.25,2.25,1.07,8.5,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,1.91,1.8,1.67,1.33,1.36,8.5,7.0,10.0,21.0,8.5,6.5,9.5,19.0,15.0,12.0,17.0,34.0,34.0,29.0,41.0,51.0,351.0
Sn441xGi,USA 2,-,2025-09-05,19:00,Lexington,North Carolina,2.92,2.0,3.75,1.47,2.5,3.0,1.34,6.6,1.08,2.25,3.1,3.0,1.08,6.6,1.36,2.87,2.05,1.7,3.5,1.26,6.1,1.09,1.82,1.88,1.37,1.32,1.62,6.6,8.25,15.0,40.0,7.3,6.1,11.0,29.0,11.0,9.0,14.5,40.0,23.0,19.0,30.0,75.0,600.0
W2cafJ2T,BRAZIL 2,ROUND 25,2025-09-05,19:00,Paysandu PA,Volta Redonda,2.75,2.0,4.75,1.53,2.38,3.5,1.29,11.0,1.05,1.91,3.25,4.0,1.07,7.0,1.41,2.63,2.4,1.53,5.0,1.13,11.0,1.03,2.2,1.62,1.22,1.33,1.8,7.0,9.0,19.0,41.0,5.5,6.5,15.0,41.0,8.0,9.5,21.0,51.0,17.0,19.0,41.0,81.0,251.0
2yscYGLr,ARGENTINA 2,ROUND 30,2025-09-05,19:00,Colegiales,San Martin T.,3.75,1.8,4.0,1.75,2.05,4.5,1.18,17.0,1.03,2.75,2.65,2.85,1.17,4.75,1.73,2.0,3.5,1.3,8.0,1.08,19.0,1.02,2.63,1.44,1.4,1.44,1.4,4.75,6.0,12.0,34.0,5.5,6.0,13.0,34.0,11.0,13.0,23.0,51.0,29.0,34.0,51.0,101.0,201.0
YqTBGR46,URUGUAY 1,CLAUSURA,2025-09-05,20:00,Defensor Sp.,Juventud,3.0,2.05,4.0,1.44,2.63,3.25,1.33,10.0,1.06,2.25,3.1,3.25,1.08,8.0,1.36,3.0,2.25,1.62,4.0,1.22,9.0,1.07,1.91,1.8,1.33,1.36,1.62,8.0,9.0,15.0,34.0,7.0,6.0,12.0,29.0,10.0,9.5,15.0,41.0,21.0,21.0,34.0,51.0,351.0
zmdLJReo,COLOMBIA 1,CLAUSURA,2025-09-05,20:00,Dep. Pasto,Chico,2.88,1.91,5.0,1.62,2.2,4.0,1.22,13.0,1.04,2.05,3.0,4.1,1.13,6.0,1.57,2.25,2.88,1.4,6.0,1.13,15.0,1.03,2.38,1.53,1.22,1.36,1.73,5.5,8.0,19.0,41.0,5.0,6.0,15.0,41.0,8.0,10.0,21.0,51.0,19.0,21.0,41.0,81.0,151.0
2VwmsC4D,ARGENTINA 2,ROUND 30,2025-09-05,20:00,Temperley,Talleres (R.E),2.5,1.91,7.0,1.62,2.2,4.0,1.22,13.0,1.04,1.68,3.2,5.75,1.14,5.5,1.67,2.1,3.1,1.36,6.5,1.11,17.0,1.03,2.75,1.4,1.14,1.36,2.05,5.5,9.5,26.0,67.0,4.5,7.0,21.0,51.0,6.5,10.0,29.0,81.0,13.0,21.0,51.0,126.0,201.0
Aw2IuaT8,ARGENTINA 2,ROUND 30,2025-09-05,20:00,All Boys,Gimnasia y Tiro,3.4,1.73,4.5,1.8,2.0,5.0,1.17,19.0,1.02,2.35,2.75,3.3,1.17,5.0,1.83,1.83,3.6,1.29,9.0,1.07,21.0,1.02,2.75,1.4,1.33,1.4,1.53,4.75,6.0,15.0,41.0,5.0,6.5,15.0,41.0,9.5,12.0,29.0,51.0,23.0,29.0,51.0,126.0,201.0
z3Kwof5l,ARGENTINA 2,ROUND 30,2025-09-05,20:05,CA Estudiantes,Nueva Chicago,2.25,1.95,7.5,1.57,2.25,3.75,1.25,13.0,1.04,1.57,3.5,6.5,1.11,6.5,1.57,2.25,2.7,1.44,6.0,1.13,13.0,1.04,2.75,1.4,1.11,1.29,2.25,6.0,11.0,29.0,81.0,4.5,7.5,23.0,67.0,6.0,10.0,29.0,81.0,11.0,19.0,41.0,126.0,201.0
2Vq6kPdM,ARGENTINA COPA,QUARTER-FINALS,2025-09-05,21:10,Tigre,Ind. Rivadavia,3.55,1.85,3.8,1.7,2.12,4.1,1.22,10.0,1.04,2.67,3.0,2.92,1.16,5.4,1.7,2.18,3.05,1.38,6.2,1.12,11.75,1.04,2.4,1.53,1.42,1.37,1.5,5.4,6.0,13.0,40.0,5.7,6.4,13.0,40.0,11.5,12.5,25.0,75.0,32.0,35.0,70.0,200.0,251.0
dQ2z0NYi,BRAZIL 2,ROUND 25,2025-09-05,21:30,Coritiba,Ferroviaria,2.25,2.1,6.5,1.5,2.5,3.4,1.3,10.0,1.06,1.57,3.7,5.75,1.08,8.0,1.44,2.63,2.35,1.57,4.33,1.2,10.0,1.06,2.25,1.57,1.14,1.29,2.25,7.5,11.0,29.0,67.0,5.0,7.5,19.0,51.0,6.5,9.0,23.0,51.0,11.0,17.0,41.0,81.0,251.0
6Z8hAjbk,MEXICO 2,APERTURA,2025-09-05,22:00,Zacatecas Mineros,Cancun,2.57,2.02,4.2,1.42,2.45,2.65,1.35,6.2,1.07,1.95,3.25,3.7,1.05,8.6,1.31,2.87,1.93,1.7,3.1,1.27,6.2,1.09,1.75,1.85,1.24,1.28,1.82,8.75,9.5,18.5,50.0,6.5,6.0,11.75,32.0,8.5,7.9,13.5,37.0,16.0,14.5,25.0,65.0,500.0
IBL5RwFi,COLOMBIA 1,CLAUSURA,2025-09-05,22:10,Once Caldas,Pereira,3.1,1.95,4.0,1.53,2.38,3.5,1.29,11.0,1.05,2.3,3.0,3.5,1.11,6.5,1.44,2.63,2.5,1.5,5.0,1.17,11.0,1.05,2.1,1.67,1.29,1.36,1.57,6.5,8.0,15.0,41.0,6.0,6.0,13.0,34.0,10.0,10.0,17.0,41.0,21.0,21.0,41.0,67.0,1250.0
zgHIwZNp,USA 2,-,2025-09-05,23:30,Phoenix Rising,Las Vegas Lights,2.25,2.22,4.6,1.37,2.85,2.62,1.44,5.6,1.11,1.7,3.7,4.2,1.05,7.9,1.26,3.5,1.78,1.93,2.85,1.37,4.85,1.14,1.78,1.93,1.22,1.24,2.15,7.9,13.0,25.0,70.0,7.3,7.4,14.5,40.0,8.0,8.25,15.5,45.0,13.0,13.0,25.0,65.0,500.0
